Place ID,Name,Summary,Price Level,Address,Overall Rating,Opening Hours,Total Reviews,Reviews,Review Ratings
ChIJvzpuD6BPqEcRJRUVGA9jmSE,Villa Rixdorf,"Meaty Berlin specialties, plus pizza & salads, in an 1870s villa with a shady beer garden.",2,"Richardplatz 6, Berlin-Bezirk Neukölln",4.1,"Monday: 11:00 AM – 12:00 AM, Tuesday: 11:00 AM – 12:00 AM, Wednesday: 11:00 AM – 12:00 AM, Thursday: 11:00 AM – 12:00 AM, Friday: 11:00 AM – 12:00 AM, Saturday: 11:00 AM – 12:00 AM, Sunday: 11:00 AM – 12:00 AM",1762,"['Delightful place -  a little oasis.  Excellent service very quick, attentive and helpful.  Food was fabulous and all so reasonably priced.  Had the veal schnitzel with side vegetables and apple strudel from dessert.  Definitely go back', 'Great German experience with an extensive menu and many beer options.\nHad the crispy pork and the eggplant gratin, both absolutely delicious. Fair prices, big portions and good service.\nDefinitely would recommend trying', 'I was here more than ten years ago and couldn’t quite remember the address. But thanks to a geolocated photo from all those years ago, I found it again.\nI ordered a portion of Eisbein with a  hefeweizen. It was a splendid meal and a splendid location (once again).\nI couldn’t nearly eat all of it, so I got a doggy bag with me.\nThe service was exceptional good.']","[5, 5, 5]"
ChIJA368baFPqEcRj9E442NIT08,Café Botanico,"Garden-to-table Italian cuisine in a cozy, lively cafe & bistro with a lush garden terrace.",2,"Richardstraße 100, Berlin-Bezirk Neukölln",4.5,"Monday: Closed, Tuesday: 5:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 5:00 – 11:00 PM, Sunday: 5:00 – 11:00 PM",502,"['This place is a true gem. Not only the food was extremely good, but the service was amazing. Dishes are made simple but really tasty and home made. They use herbs and products from their local garden which makes everything more sotenable. Do not miss out on visiting the garden, such a lovely place to have a drink before your dinner. And the waitresses there were all extremely lovely and careful with our allergies inquiries. Many vegan options, all of them delicious 😋 The burrata is one of the best I have ever tried and the vegan pasta was sooo good!', 'Wonderful hidden gem with a nice garden in Berlin! Excellent Italian food, with a lot of fresh greens and fresh herbs. Lovely helpful\nstaff and great service. Highly recommended!', ""I’ve visited here three times with my boyfriend, and we consider it the best restaurant in Berlin. It's a humble and cool place with its own vegetable garden. Unlike many fine dining restaurants, their food is not pretentious but genuinely honest. Despite this, each menu item is crafted with care and a high level of quality. The cozy atmosphere makes us want to return again. :) Personally, I enjoy the antipasti menu and the meat dishes. The tiramisu is the best! 😊""]","[5, 5, 5]"
ChIJjbi3V-NPqEcRYPbpBPeIN6w,Jemenitisches Restaurant,Intimate eatery offering classic Yemeni plates & slow-cooked meats in a brick-walled dining area.,2,"Karl-Marx-Straße 172, Berlin-Bezirk Neukölln",4.5,"Monday: 1:00 – 11:00 PM, Tuesday: 1:00 – 11:00 PM, Wednesday: 1:00 – 11:00 PM, Thursday: 1:00 – 11:00 PM, Friday: 2:00 – 11:00 PM, Saturday: 1:00 – 11:00 PM, Sunday: 1:00 – 11:00 PM",6704,"['Food was really delicious and it came very fast we order something called henez “حينيذ"" and it was really well cooked and the meat tasted great. Also the rice was amazing. We also ordered white beans which was okay. Make sure to order their bread as it is very very good.', 'Went here for dinner with two friends and we really enjoyed our delicious meal. We sat in the floor seating area, which had cushions and was perfect to relax in after devouring our meal. I recommend coming here for delicious food, large portions, good prices, and low key ambiance 🫶🏼🇾🇪\n\nPS I love the cute table covers. Very creative 💮', ""The bread was a little too dense for my taste but it's freshly made and has nice charred marks.\n\nThe okra dish was ok, missing the punch.\n\nThe rice is flavorful and fluffy.\nThe lamb was fall of the bone and the star of our visit.\n\nThe lemon mint juice was amazing, with a shot of sparkling water it was even better.\n\nI will definitely come back to try the roast chicken with red colored rice. That seemed to be the most famous dish when I looked across the resteraunt.\n\nYou have to order and pay upfront at the desk.\n\nThe food came suuuuper fast. It arrived even before the drinks.""]","[4, 5, 4]"
ChIJ0dM_p-JRqEcRLf5rbdVPZAA,Fleischerei,"Meat dishes with a creative global twist, plus Austrian wines, in a shabby-chic former butcher shop.",3,"Schönhauser Allee 8, Berlin-Bezirk Pankow",4.3,None,869,"['The white wine is good, the taste of steak was okay, nothing special, could be better for this money, the place is overpriced but cute (if we will not count the view to road reconstruction). Also please pay attention to the serve of wine, the customer should see the bottle. The service is great, quick and nice waitresses.', 'Steaks perfectly cooked and delicious. The vegan miso cabbage dish was a flavour explosion as well.\nThere were some issues with our service, the kitchen lost our mains order and we had to rush to eat the luscious steaks in under 10 minutes. Due to a show. There was also some lacks in knowledge but it was so yummy we will be back and hope for a smoother ride.', 'One of my favorite local spots in Berlin. Great service, excellent food and lively atmosphere. All the steak cuts are top notch and the selection of sides are equally tasty. I recommend the asparagus soup when it’s in season.']","[5, 4, 5]"
ChIJEY5SHgJOqEcRRG7faiVTTyU,Gugelhof,Classic dishes like potato pancakes & pork knuckle in a homey room with wood accents.,2,"Knaackstraße 37, Berlin-Bezirk Pankow",4.0,"Monday: 5:00 – 11:00 PM, Tuesday: Closed, Wednesday: 5:00 – 11:00 PM, Thursday: 5:00 – 11:00 PM, Friday: 5:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 10:00 PM",576,"['Service a bit confused but good in the end.\n****\nFood was over expectations, portions could have been a bit bigger. Food reasonably priced.\n*****\nOutdoor venue was ok - lots of space and seats. With a great corner view of Kollwitzstr.\n****\n\nWould come here again. 👌', 'The food was a bit simple. My rösti was basically a bit like a full English breakfast. big hashbrown with eggs and bacon. The bacon was really nice. Felt a bit pricy at €18.', 'Very good cod, very good pheasant, schnitzel ok, choucroute I guess you have to love it. Very good desserts. Wines good. Professional service. Absolutely recommendable']","[4, 3, 5]"
ChIJDaDDUR1OqEcRLZ4_j3Ag4BY,I due forni,"Casual Italian restaurant serving pizza, pasta, beer & wine in a cozy, brick-lined space.",2,"Schönhauser Allee 12, Berlin-Bezirk Pankow",4.0,"Monday: 12:00 – 10:00 PM, Tuesday: 12:00 – 10:00 PM, Wednesday: 12:00 – 10:00 PM, Thursday: 12:00 – 10:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 10:00 PM",4097,"['The place has a vibe and food is prepared fast, with big portions and tastes amazing. However service can be faster and waiters can pay more attention to smaller groups as well. Otherwise very good restaurant and definitely recommend the house wines!!!!!', 'Amazing location, with great pizzas. The service was super friendly and we enjoyed our time on the terrace during a warm Berlin summer night. Wonderful place to gather with a larger group and have great value for your money! Especially in the area it is a great launching point for your night.', ""Suitable for a team event, a small dinner or anything in between.\nThe seafood pasta is always worth it, as is the tiramisu and I've never had a bad pizza here.\nSometimes the kitchen is a bit busy but even so you won't have to wait too long.\nGreat for takeout too""]","[4, 5, 5]"
ChIJZ10rv-NRqEcRT-4ybmYRuU0,Dark Restaurant Berlin,"Restaurant with a softly lit bar & a completely dark dining room, so diners use non-visual senses.",3,"Saarbrücker Straße 36-38, Berlin-Bezirk Pankow",3.9,"Monday: 5:30 – 11:00 PM, Tuesday: Closed, Wednesday: Closed, Thursday: 5:30 – 11:00 PM, Friday: 5:30 – 11:00 PM, Saturday: 5:30 – 11:00 PM, Sunday: Closed",1315,"['Ever wondered what it\'s like to dine in complete darkness? Such intriguing dining concepts are becoming increasingly popular worldwide. This DarkRestaurant offers a dining experience shrouded in complete darkness, served by visually impaired waitstaff. The prospect was intriguing, yet no amount of anticipation could truly prepare me for the depth of the experience that lay ahead. In this environment, ""utter darkness"" means the absence of all light, making it impossible to see anything at all.\n\nUpon our arrival, the hostess warmly greeted my date and me, taking our coats and presenting a menu that outlined meal types rather than specific dishes—poultry, seafood, beef, or vegetarian options, with a selection of drinks. I opted for the vegetarian, and my date chose beef. We were then led by our blind server, Heedi, in a conga line fashion into the pitch-black dining area, a journey that set the stage for an evening unlike any other.\n\nSeated and acquainted with our surroundings through touch—silverware, glasses, and more—courtesy of Heedi\'s guidance, we awaited our meal. The palpable darkness soon unsettled us, a feeling exacerbated by the inability of our eyes to adjust or find light. To distract from the discomfort, we engaged in conversation.\n\nThe meal began with bread that, to my discerning palate, immediately felt unworthy of indulgence. A playful moment ensued when my date, attempting to lighten the mood, inadvertently launched a piece of crust into my eye. Despite the mishap, we navigated the challenges of sharing dishes and experiencing the meal without sight, which proved messy yet enlightening. Our main courses arrived, and though my initial impression was of a simple salad, I was actually enjoying a complex dish of lime-marinated beetroot with a mint topping, a discovery that underscored how much sight influences taste.\n\nThis dining-in-the-dark experience taught us valuable lessons about the reliance on visual cues in culinary enjoyment and the profound impact of sight on our dining experiences. Despite the average quality of the meals, the unique environment made for a memorable evening, though not one we\'re likely to repeat. The experience served as a reminder of the importance of sight and the intriguing ways in which its absence can alter perception, conversation, and even the ambiance of a meal. Dining in the dark offers a one-of-a-kind experience that goes beyond food to challenge and enlighten the senses in unexpected ways.', ""I absolutely adored the experience and the atmosphere! The employees were super nice and friendly. The food was great and having the option of being surprised which meal you'll get is awesome. I loved the live music show as well. It was a wonderful time and I can't wait to revisit!"", 'It was a funny and peculiar visit and interesting to experience how your senses compensate when one is disabled. That being said, overall the visit was disappointing. The food was sub-standard, the atmosphere was like a factory where focus was on squeezing as many guests as possible through the production line. We never felt welcomed nor appreciated as patrons.\n\nConclusion: Been there, done that! Won’t repeat!']","[3, 5, 2]"
ChIJWRVxUAJOqEcRnrC2N8EwNws,Lucky Leek,"Elevated vegan tasting menus with organic wines in a bright, airy space with a plant-filled terrace.",3,"Kollwitzstraße 54, Berlin-Bezirk Pankow",4.5,"Monday: Closed, Tuesday: Closed, Wednesday: 6:00 – 11:00 PM, Thursday: 6:00 – 11:00 PM, Friday: 6:00 – 11:00 PM, Saturday: 6:00 – 11:00 PM, Sunday: 6:00 – 10:00 PM",1123,"[""Food was excellent. It was delicious, innovative and definitely premium. The server was charming, knowledgeable about the food and genuinely on her game. The drinks were great (we ordered mocktails and they were delicious). I had the 4 course meal, and my wife had the 3 and we shared. It was perfect. With the drinks and tip, it ended up being around 130 bucks.\n\nI would recommend paying cash as there was a mix up with the payment system with my card and the manager on duty was not very professional. Luckily, I had the chance to speak with the chef and she was very understanding and sorted everything out immediately.\n\nOn a separate note, this place is NOT child friendly. It's a date place, not a family place. This is an important thing to note."", ""Good to see this level of a more premium restaurant being vegan. We loved it - decent food, the 'cheese' plate perhaps being the highlight and left pretty full after 3 courses. I've seen other reviews re service and on our visit it was spot on. Genuine class"", ""The restaurant is vegan and it's good to get the 3 courses (entree, main dish and dessert). The place is cozy and the staff is friendly. The entree was a very tasty soup and the dessert was amazing, the main dish was a bit spicy for my taste. It's a very good vegan restaurant, I highly recommend it.""]","[4, 5, 5]"
ChIJc6hIGgNOqEcRvncK4vJvsGE,Aromi e Sapori - Restaurant & Weinbar,"Elegant Italian option with sidewalk tables, offering wine & familiar favorites like pasta.",2,"Straßburger Straße 29, Berlin",4.5,"Monday: 5:30 – 11:00 PM, Tuesday: 5:30 – 11:00 PM, Wednesday: 5:30 – 11:00 PM, Thursday: 5:30 – 11:00 PM, Friday: 5:30 – 11:00 PM, Saturday: 5:30 – 11:00 PM, Sunday: Closed",308,"['Might have become my favorite italian place. Food was delicious, generous portions - great atmosphere.\nNeed to come back soon to try more things on their menu!\nCarpaccio was fab, Carbonara and the ragu/burrata pasta as well. Tiramisu was great👍🏽', 'Super good pasta, very good servings.\nRavioli was amazing and the pasta carbonara as well.', 'Wonderful food, wine, and atmosphere. Typical italian restaurant with a small but very nice selection of dishes.\nWe took the fish platter for two and the cannoli. Wonderful sicilian wine selection.  Highly recommended when in Berlin.']","[5, 5, 5]"
ChIJ-cgsXgJOqEcReSl42VeXWAk,Khushi,"Samosas, pakora fritters, tandoori & curries at a cozy Indian place with a sidewalk terrace.",2,"Kollwitzstraße 37, Berlin-Bezirk Pankow",4.5,"Monday: Closed, Tuesday: 12:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 11:00 PM",950,"['Probably my new favourite Indian restaurant in Berlin. Food was excellent, I loved the mixed pakoras! We also had chicken sabji which was alright but wouldn’t order again. The real discovery was the shahi baingan, aubergines with soft cheese, cashews. Lovely. The sauce was perfect to dip the amazing batura in. Wish I had another stomach to try the naan but will do next time! Staff was very polite and attentive. I also appreciated the sober ambience for an Indian restaurant. Super clean too.', 'True taste of Indian food. Variety of starters with an interesting combo of sauces( chutney). Tasty 😋. Enjoying the real taste of Indian food. Mango 🥭 lassi give the feel of Punjab ❤️ in Berlin 🇩🇪. Overall : Quick service, delicious food, clean and hygiene atmosphere.', ""First, the basics. It's in a great area with a lot of dining options. A LOT. The pricing and variety were great. Outdoor seating was comfortable. Indoor seating is as well and quite large and well decorated. Clean bathroom as well. I dined on the mid day mittag menu and a soup and salad is served with it along with a crispy bread and selection of sauces which were fun to try. Happy about finding some real spicy flavours that are often hard to find in Germany. There is a full bar as well as plenty of selection for non alcoholic drinks.\nThe first server we encountered was not kind and not interested in our business. He was too aggressive with his tone and his demeanour was dismissive and cold. The younger one was quite nice. The food came out quick but not too quick. It all tasted 3.5 out of 5 stars. The problem is this.. Their idiot tough guy who was the first server was so rude and uncomfortable with us that we couldn't shake that feeling of not being wanted. THEN, and have picture to PROVE, I found a black human hair in my chicken madras. Very irritating especially after having eaten most of it already. There is no reason for hair in food if you make everyone entering a kitchen wear a hair net. Just like you should wear gloves when preparing foods. So, all put together, I feel I'm being generous. I've worked with food in professional kitchens. I know. I'll go back to try the service and food quality again. If it's still the same I will be bringing this to 2 stars which would be a shame.""]","[5, 5, 3]"
ChIJ--g8-PxRqEcRxV2mfEdI9hs,PAPPA E CICCIA,"Modern, minimal setting for elevated Italian dishes with ingredients like truffles & octopus.",2,"Schwedter Straße 18, Berlin-Bezirk Pankow",4.2,"Monday: Closed, Tuesday: 6:00 PM – 12:00 AM, Wednesday: 6:00 PM – 12:00 AM, Thursday: 6:00 PM – 12:00 AM, Friday: 6:00 PM – 1:00 AM, Saturday: 6:00 PM – 1:00 AM, Sunday: Closed",492,"['Great ambience and service is good. I felt the place is surely make sense when you go as a couple. Good place for a date night. Drinks are a bit on the pricey side but they are good. Food tastes yummy too.', 'Great Place!\nFamily Business!\nReally good Pasta, and i usually have trouble eating Pasta in Restaurants, because i love to Cook them myself.\nNice staff and good atmosphere', 'We stumbled across this restaurant while walking around Berlin. We didn’t have a reservation but they were able to get us in. We sat at a small high top table behind the host stand and it was perfect (the chairs were very comfy for high top chairs).\n\nThe food was great! My husband got a truffle butter pasta that was amazing and I got a red sauce pasta. We had a great time and loved the atmosphere.']","[4, 5, 5]"
